InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
565326,20679,edwardian parasol red,2,2011-09-02 13:41:00,5.95,16706.0,United Kingdom,11.9
572751,22526,wheelbarrow for children,1,2011-10-25 17:21:00,12.75,17449.0,United Kingdom,12.75
541417,22291,hanging chick cream decoration,4,2011-01-17 16:23:00,1.45,16033.0,United Kingdom,5.8
567552,22659,lunch box i love london,12,2011-09-21 10:40:00,1.95,12583.0,France,23.4
576255,22941,christmas lights 10 reindeer,3,2011-11-14 14:09:00,8.5,15993.0,United Kingdom,25.5
558235,23306,set of 36 doilies pantry design,4,2011-06-27 14:41:00,1.45,16242.0,United Kingdom,5.8
563352,22550,holiday fun ludo,4,2011-08-15 14:32:00,3.75,15706.0,United Kingdom,15.0
578026,23240,set of 4 knick knack tins doily,6,2011-11-22 13:29:00,4.15,17659.0,United Kingdom,24.900000000000002
571562,22722,set of 6 spice tins pantry design,4,2011-10-18 10:04:00,3.95,14156.0,EIRE,15.8
566240,22488,natural slate rectangle chalkboard,1,2011-09-11 11:29:00,1.65,14508.0,United Kingdom,1.65
561025,20727,lunch bag  black skull.,2,2011-07-24 10:37:00,1.65,16241.0,United Kingdom,3.3
578270,20764,abstract circles sketchbook,1,2011-11-23 13:39:00,7.46,14096.0,United Kingdom,7.46
554064,22624,ivory kitchen scales,12,2011-05-22 10:29:00,7.65,14195.0,United Kingdom,91.80000000000001
580550,23107,white hearts wire plant pot holder,8,2011-12-05 10:00:00,0.79,13126.0,United Kingdom,6.32
536874,84520B,pack 20 english rose paper napkins,1,2010-12-03 11:35:00,0.85,16891.0,United Kingdom,0.85
580068,23080,red metal box top secret,5,2011-12-01 13:41:00,8.25,17321.0,United Kingdom,41.25
580992,23583,lunch bag paisley park,10,2011-12-06 17:04:00,1.65,14282.0,United Kingdom,16.5
577550,22152,place setting white star,24,2011-11-20 15:05:00,0.42,17738.0,United Kingdom,10.08
566271,22749,feltcraft princess charlotte doll,4,2011-09-11 13:44:00,3.75,14250.0,United Kingdom,15.0
563688,22908,pack of 20 napkins red apples,12,2011-08-18 12:41:00,0.85,16767.0,United Kingdom,10.2
555634,22993,set of 4 pantry jelly moulds,12,2011-06-06 12:29:00,1.25,13319.0,United Kingdom,15.0
550439,35001G,hand open shape gold,4,2011-04-18 12:17:00,4.25,18231.0,United Kingdom,17.0
557213,84466,top secret pen set,3,2011-06-17 12:16:00,1.25,15021.0,United Kingdom,3.75
578041,22348,tea bag plate red retrospot,5,2011-11-22 14:23:00,0.85,17338.0,United Kingdom,4.25
537135,22731,3d christmas stamps stickers,3,2010-12-05 12:35:00,1.25,17059.0,United Kingdom,3.75
576543,23012,glass apothecary bottle perfume,4,2011-11-15 12:50:00,3.95,13236.0,United Kingdom,15.8
571179,M,manual,1,2011-10-14 10:42:00,40.0,15482.0,United Kingdom,40.0
571183,84991,60 teatime fairy cake cases,6,2011-10-14 11:08:00,0.55,14796.0,United Kingdom,3.3000000000000003
556263,22385,jumbo bag spaceboy design,7,2011-06-09 18:41:00,2.08,13969.0,United Kingdom,14.56
538012,21629,square floor cushion vintage red,1,2010-12-09 12:32:00,7.95,14527.0,United Kingdom,7.95
563429,23208,lunch bag vintage leaf design,10,2011-08-16 11:48:00,1.65,13999.0,United Kingdom,16.5
566024,23032,drawer knob crackle glaze ivory,6,2011-09-08 12:51:00,1.65,13871.0,United Kingdom,9.899999999999999
536973,82552,washroom metal sign,6,2010-12-03 13:43:00,1.45,17787.0,United Kingdom,8.7
574707,23581,jumbo bag paisley park,10,2011-11-06 14:08:00,2.08,17107.0,United Kingdom,20.8
544462,22966,gingerbread man cookie cutter,6,2011-02-20 14:21:00,1.25,17050.0,United Kingdom,7.5
564327,23206,lunch bag apple design,50,2011-08-24 13:33:00,1.45,16029.0,United Kingdom,72.5
554842,23175,regency milk jug pink,4,2011-05-26 18:17:00,3.25,14740.0,United Kingdom,13.0
566629,21770,open closed metal sign,6,2011-09-14 10:32:00,4.95,15622.0,United Kingdom,29.700000000000003
541244,82583,hot baths metal sign,1,2011-01-16 12:35:00,2.1,15535.0,United Kingdom,2.1
545191,21928,jumbo bag scandinavian blue paisley,10,2011-02-28 15:39:00,1.95,12811.0,Portugal,19.5
550327,21155,red retrospot peg bag,12,2011-04-17 13:07:00,2.55,12878.0,United Kingdom,30.599999999999998
550462,20728,lunch bag cars blue,5,2011-04-18 13:22:00,1.65,16458.0,United Kingdom,8.25
543593,21094,set/6 red spotty paper plates,24,2011-02-10 12:13:00,0.85,14465.0,United Kingdom,20.4
566196,85066,cream sweetheart mini chest,2,2011-09-09 13:47:00,12.75,14180.0,United Kingdom,25.5
565409,22492,mini paint set vintage,72,2011-09-04 11:15:00,0.65,16761.0,United Kingdom,46.800000000000004
536742,20978,36 pencils tube skulls,1,2010-12-02 13:14:00,1.25,16916.0,United Kingdom,1.25
537418,20819,silver teddy bear,1,2010-12-06 15:13:00,3.75,17884.0,United Kingdom,3.75
536597,22952,60 cake cases vintage christmas,4,2010-12-01 17:35:00,0.55,18011.0,United Kingdom,2.2
543754,21922,union stripe with fringe  hammock,2,2011-02-11 14:26:00,7.95,18159.0,United Kingdom,15.9
539488,22631,circus parade lunch box,12,2010-12-20 09:37:00,1.95,12377.0,Switzerland,23.4
543249,21533,retrospot large milk jug,3,2011-02-04 14:43:00,4.95,13963.0,United Kingdom,14.850000000000001
563538,23243,set of tea coffee sugar tins pantry,1,2011-08-17 11:48:00,4.95,17841.0,United Kingdom,4.95
571268,22328,round snack boxes set of 4 fruits,6,2011-10-16 12:06:00,2.95,15351.0,United Kingdom,17.700000000000003
541215,21845,dairy maid stripe mug,6,2011-01-14 13:42:00,2.95,14329.0,United Kingdom,17.700000000000003
555383,21770,open closed metal sign,1,2011-06-02 15:13:00,4.95,12517.0,Germany,4.95
548703,20752,blue polkadot washing up gloves,1,2011-04-03 11:37:00,2.1,16010.0,United Kingdom,2.1
536786,85178,victorian sewing kit,96,2010-12-02 15:23:00,1.25,15061.0,United Kingdom,120.0
544789,84078A,set/4 white retro storage cubes,4,2011-02-23 12:25:00,34.95,13993.0,United Kingdom,139.8
577052,22372,airline bag vintage world champion,1,2011-11-17 14:08:00,4.25,17397.0,United Kingdom,4.25
575979,22577,wooden heart christmas scandinavian,24,2011-11-13 13:30:00,0.29,14784.0,United Kingdom,6.959999999999999
571920,21523,doormat fancy font home sweet home,2,2011-10-19 16:16:00,8.25,14799.0,United Kingdom,16.5
576511,23486,antique heart shelf unit,1,2011-11-15 12:07:00,16.65,13846.0,United Kingdom,16.65
566962,20914,set/5 red retrospot lid glass bowls,1,2011-09-15 17:07:00,2.95,16764.0,United Kingdom,2.95
545630,22665,recipe box blue sketchbook design,6,2011-03-04 12:06:00,2.95,14466.0,United Kingdom,17.700000000000003
577028,23399,home sweet home hanging heart,24,2011-11-17 12:59:00,0.85,17080.0,United Kingdom,20.4
571909,20975,12 pencils small tube red retrospot,1,2011-10-19 15:08:00,0.65,15006.0,United Kingdom,0.65
539118,22748,poppy's playhouse kitchen,3,2010-12-16 11:27:00,2.1,15563.0,United Kingdom,6.300000000000001
575117,21382,set/4 spring flower decoration,1,2011-11-08 14:22:00,0.75,12748.0,United Kingdom,0.75
560876,22580,advent calendar gingham sack,12,2011-07-21 15:14:00,5.95,12626.0,Germany,71.4
556728,23206,lunch bag apple design,3,2011-06-14 11:36:00,1.65,15719.0,United Kingdom,4.949999999999999
560557,84581,dog toy with pink crochet skirt,1,2011-07-19 13:05:00,3.75,18101.0,United Kingdom,3.75
552469,22355,charlotte bag suki design,3,2011-05-09 15:34:00,0.85,12867.0,United Kingdom,2.55
544283,21671,red spot ceramic drawer knob,96,2011-02-17 12:27:00,1.06,13668.0,United Kingdom,101.76
537781,85135B,blue dragonfly helicopter,1,2010-12-08 12:46:00,7.95,17341.0,United Kingdom,7.95
559113,15039,sandalwood fan,100,2011-07-06 12:08:00,0.85,13217.0,United Kingdom,85.0
545937,22386,jumbo bag pink polkadot,20,2011-03-08 12:05:00,1.95,12758.0,Portugal,39.0
548714,21109,large cake towel chocolate spots,1,2011-04-03 15:07:00,6.75,17337.0,United Kingdom,6.75
577729,47590A,blue happy birthday bunting,3,2011-11-21 12:53:00,5.45,15179.0,United Kingdom,16.35
544945,84050,pink heart shape egg frying pan,6,2011-02-25 10:53:00,1.65,17735.0,United Kingdom,9.899999999999999
569482,21671,red spot ceramic drawer knob,12,2011-10-04 12:43:00,1.45,14184.0,United Kingdom,17.4
561040,22729,alarm clock bakelike orange,4,2011-07-24 12:05:00,3.75,12431.0,Australia,15.0
558042,22025,ring of roses birthday card,12,2011-06-24 13:26:00,0.42,13870.0,United Kingdom,5.04
576847,22418,10 colour spaceboy pen,48,2011-11-16 15:35:00,0.85,17017.0,United Kingdom,40.8
555933,22431,watering can blue elephant,6,2011-06-08 08:49:00,1.95,12567.0,France,11.7
577059,22941,christmas lights 10 reindeer,2,2011-11-17 14:30:00,8.5,13704.0,United Kingdom,17.0
579182,22865,hand warmer owl design,12,2011-11-28 15:15:00,2.1,15601.0,United Kingdom,25.200000000000003
566074,22625,red kitchen scales,2,2011-09-09 08:48:00,8.5,12535.0,France,17.0
575943,23333,ivory wicker heart medium,1,2011-11-13 11:44:00,1.25,17920.0,United Kingdom,1.25
538369,84030E,english rose hot water bottle,2,2010-12-12 11:06:00,4.25,17251.0,United Kingdom,8.5
538419,22927,green giant garden thermometer,1,2010-12-12 12:01:00,5.95,16367.0,United Kingdom,5.95
563578,22801,antique glass pedestal bowl,4,2011-08-17 15:11:00,3.75,12949.0,United Kingdom,15.0
558622,23118,parisienne jewellery drawer,2,2011-06-30 16:51:00,7.5,16357.0,United Kingdom,15.0
550297,22382,lunch bag spaceboy design,4,2011-04-15 15:58:00,1.65,14056.0,United Kingdom,6.6
563016,22718,card cat and tree,12,2011-08-11 12:44:00,0.42,15358.0,United Kingdom,5.04
572720,21707,folding umbrella blackblue polkadot,1,2011-10-25 15:04:00,4.95,13978.0,United Kingdom,4.95
565930,22142,christmas craft white fairy,12,2011-09-08 10:32:00,1.45,12685.0,France,17.4
549596,21559,strawberry lunch box with cutlery,6,2011-04-11 11:06:00,2.55,14339.0,United Kingdom,15.299999999999999
564301,23307,set of 60 pantry design cake cases,24,2011-08-24 11:54:00,0.55,14299.0,United Kingdom,13.200000000000001
555851,84378,set of 3 heart cookie cutters,2,2011-06-07 13:37:00,1.25,13050.0,United Kingdom,2.5
554503,15056N,edwardian parasol natural,24,2011-05-24 15:06:00,5.95,14163.0,United Kingdom,142.8
572128,23530,wall art only one person,6,2011-10-21 09:23:00,4.95,15782.0,United Kingdom,29.700000000000003
550836,21080,set/20 red retrospot paper napkins,12,2011-04-21 10:55:00,0.85,14759.0,United Kingdom,10.2
580113,23514,embroidered ribbon reel sally,6,2011-12-01 16:05:00,2.08,14766.0,United Kingdom,12.48
542420,22646,ceramic strawberry cake money bank,4,2011-01-27 18:05:00,1.45,17180.0,United Kingdom,5.8
550125,71053,white metal lantern,4,2011-04-14 12:42:00,3.75,13317.0,United Kingdom,15.0
560991,21715,girls vintage tin seaside bucket,8,2011-07-22 13:29:00,2.55,12438.0,Norway,20.4
570458,22795,sweetheart recipe book stand,2,2011-10-10 15:39:00,6.75,14535.0,United Kingdom,13.5
557621,21669,blue stripe ceramic drawer knob,12,2011-06-21 14:00:00,1.25,12444.0,Norway,15.0
536412,21244,blue polkadot plate,1,2010-12-01 11:49:00,1.69,17920.0,United Kingdom,1.69
553461,22030,swallows greeting card,12,2011-05-17 10:57:00,0.42,16316.0,United Kingdom,5.04
580276,22547,mini jigsaw dinosaur,5,2011-12-02 12:59:00,0.19,16426.0,United Kingdom,0.95
575676,23404,home sweet home blackboard,6,2011-11-10 15:09:00,4.95,13499.0,United Kingdom,29.700000000000003
562034,21912,vintage snakes & ladders,4,2011-08-02 09:14:00,3.75,12449.0,Belgium,15.0
552365,22893,mini cake stand t-light holder,2,2011-05-09 12:25:00,0.42,16440.0,United Kingdom,0.84
562517,22667,recipe box retrospot,1,2011-08-05 12:27:00,2.95,15719.0,United Kingdom,2.95
566739,22066,love heart trinket pot,48,2011-09-14 14:30:00,0.39,12566.0,Germany,18.72
553039,21987,pack of 6 skull paper cups,216,2011-05-13 08:21:00,0.53,16422.0,United Kingdom,114.48
542932,20685,doormat red retrospot,4,2011-02-02 10:54:00,7.95,13089.0,United Kingdom,31.8
576631,21326,aged glass silver t-light holder,144,2011-11-16 08:53:00,0.55,16626.0,United Kingdom,79.2
552965,21064,boom box speaker boys,2,2011-05-12 13:10:00,5.95,13477.0,United Kingdom,11.9
577493,23208,lunch bag vintage leaf design,2,2011-11-20 12:13:00,1.65,17323.0,United Kingdom,3.3
570167,23344,jumbo bag 50's christmas,20,2011-10-07 14:04:00,2.08,15615.0,United Kingdom,41.6
561195,22630,dolly girl lunch box,4,2011-07-25 13:57:00,1.95,14796.0,United Kingdom,7.8
550196,21070,vintage billboard mug,2,2011-04-15 10:09:00,1.25,14796.0,United Kingdom,2.5
558709,84836,zinc metal heart decoration,4,2011-07-01 13:02:00,1.25,17338.0,United Kingdom,5.0
567328,23072,marie antoinette trinket box silver,2,2011-09-19 14:43:00,12.5,14356.0,United Kingdom,25.0
566400,23173,regency teapot roses,2,2011-09-12 13:16:00,9.95,17139.0,United Kingdom,19.9
578100,21212,pack of 72 retrospot cake cases,24,2011-11-23 08:17:00,0.55,15814.0,United Kingdom,13.200000000000001
541112,22139,retrospot tea set ceramic 11 pc,6,2011-01-13 15:17:00,4.95,18085.0,United Kingdom,29.700000000000003
547240,84457,set/3 rabbits flower skippping rope,2,2011-03-21 16:32:00,0.85,17585.0,United Kingdom,1.7
573866,23319,box of 6 mini 50's crackers,12,2011-11-01 12:06:00,2.49,17495.0,United Kingdom,29.880000000000003
544939,21621,vintage union jack bunting,2,2011-02-25 10:10:00,8.5,17034.0,United Kingdom,17.0
544808,22667,recipe box retrospot,1,2011-02-23 15:11:00,2.95,14562.0,United Kingdom,2.95
577319,21215,ivory paper cup cake cases,1,2011-11-18 13:43:00,0.55,17301.0,United Kingdom,0.55
564077,82551,laundry 15c metal sign,2,2011-08-22 15:42:00,1.45,14711.0,United Kingdom,2.9
578688,22632,hand warmer red retrospot,4,2011-11-25 09:27:00,2.1,16719.0,United Kingdom,8.4
548158,22981,pantry apple corer,3,2011-03-29 13:28:00,1.45,15906.0,United Kingdom,4.35
563613,22077,6 ribbons rustic charm,12,2011-08-18 08:49:00,1.65,12688.0,Israel,19.799999999999997
557889,15036,assorted colours silk fan,12,2011-06-23 13:51:00,0.83,12412.0,Denmark,9.959999999999999
568049,23263,set of 3 wooden heart decorations,7,2011-09-23 12:38:00,1.25,17841.0,United Kingdom,8.75
547206,22859,easter tin bunny bouquet,1,2011-03-21 14:18:00,1.65,16791.0,United Kingdom,1.65
557484,21166,cook with wine metal sign,5,2011-06-20 14:36:00,2.08,14796.0,United Kingdom,10.4
547028,84750A,pink small glass cake stand,24,2011-03-20 10:13:00,1.95,13593.0,United Kingdom,46.8
580025,21873,if you can't stand the heat mug,1,2011-12-01 11:53:00,1.25,15021.0,United Kingdom,1.25
564182,23254,childrens cutlery dolly girl,12,2011-08-23 14:55:00,4.15,17242.0,United Kingdom,49.800000000000004
539728,22445,pencil case life is beautiful,6,2010-12-21 14:26:00,2.95,16270.0,United Kingdom,17.700000000000003
573772,22077,6 ribbons rustic charm,4,2011-11-01 10:16:00,1.95,17377.0,United Kingdom,7.8
569897,22151,place setting white heart,1,2011-10-06 16:01:00,0.42,17813.0,United Kingdom,0.42
576559,22367,childrens apron spaceboy design,2,2011-11-15 13:19:00,1.95,14711.0,United Kingdom,3.9
581412,23380,pack of 12 vintage doily tissues,12,2011-12-08 14:38:00,0.39,14415.0,United Kingdom,4.68
560230,21371,mirrored wall art poppies,12,2011-07-17 10:53:00,0.75,12600.0,Germany,9.0
570388,22720,set of 3 cake tins pantry design,3,2011-10-10 12:37:00,4.95,14911.0,EIRE,14.850000000000001
573291,22469,heart of wicker small,12,2011-10-28 14:51:00,1.65,16554.0,United Kingdom,19.799999999999997
580513,20727,lunch bag  black skull.,2,2011-12-04 13:59:00,1.65,14456.0,United Kingdom,3.3
556578,23236,doiley storage tin,6,2011-06-13 14:13:00,2.89,12472.0,Germany,17.34
566231,23380,pack of 12 vintage doily tissues,24,2011-09-11 10:58:00,0.39,14837.0,United Kingdom,9.36
571441,22173,metal 4 hook hanger french chateau,1,2011-10-17 13:31:00,5.79,14096.0,United Kingdom,5.79
558757,35648,vintage bead pink purse,1,2011-07-03 12:22:00,0.83,13148.0,United Kingdom,0.83
556520,21468,butterfly crochet food cover,2,2011-06-13 11:10:00,3.75,14177.0,United Kingdom,7.5
539593,84347,rotating silver angels t-light hldr,12,2010-12-20 13:31:00,2.55,13319.0,United Kingdom,30.599999999999998
556104,22526,wheelbarrow for children,2,2011-06-08 16:34:00,12.75,13875.0,United Kingdom,25.5
558702,84692,box of 24 cocktail parasols,1,2011-07-01 12:45:00,0.42,12748.0,United Kingdom,0.42
565791,21181,please one person metal sign,48,2011-09-07 09:33:00,1.85,16029.0,United Kingdom,88.80000000000001
575040,22666,recipe box pantry yellow design,6,2011-11-08 11:58:00,2.95,13381.0,United Kingdom,17.700000000000003
542503,22381,toy tidy pink polkadot,20,2011-01-28 11:58:00,2.1,16327.0,United Kingdom,42.0
551518,22721,set of 3 cake tins sketchbook,3,2011-05-01 11:36:00,4.95,15708.0,United Kingdom,14.850000000000001
571669,22994,travel card wallet retrospot,15,2011-10-18 13:11:00,0.42,17758.0,United Kingdom,6.3
581134,23576,snack tray red vintage doily,1,2011-12-07 13:12:00,1.95,16368.0,United Kingdom,1.95
553034,21326,aged glass silver t-light holder,24,2011-05-12 20:03:00,0.65,17970.0,United Kingdom,15.600000000000001
554082,22645,ceramic heart fairy cake money bank,4,2011-05-22 11:49:00,1.45,14878.0,United Kingdom,5.8
557040,82482,wooden picture frame white finish,6,2011-06-16 14:22:00,2.55,14243.0,United Kingdom,15.299999999999999
543996,22082,ribbon reel stripes design,10,2011-02-15 10:46:00,1.65,15811.0,United Kingdom,16.5
560250,20727,lunch bag  black skull.,5,2011-07-17 12:31:00,1.65,14659.0,United Kingdom,8.25
556045,20712,jumbo bag woodland animals,10,2011-06-08 12:54:00,2.08,15764.0,United Kingdom,20.8
565421,85032B,blossom images gift wrap set,1,2011-09-04 12:10:00,0.65,16744.0,United Kingdom,0.65
541488,20685,doormat red retrospot,10,2011-01-18 13:34:00,6.75,15061.0,United Kingdom,67.5
578513,23358,hot stuff hot water bottle,6,2011-11-24 13:32:00,3.75,16609.0,United Kingdom,22.5
538093,10002,inflatable political globe,12,2010-12-09 14:49:00,0.85,12682.0,France,10.2
560448,21470,flower vine raffia food cover,6,2011-07-19 09:29:00,3.75,12840.0,United Kingdom,22.5
568528,23271,christmas table silver candle spike,16,2011-09-27 13:32:00,0.83,13979.0,United Kingdom,13.28
550522,22563,happy stencil craft,12,2011-04-19 10:04:00,1.25,12947.0,United Kingdom,15.0
551775,84378,set of 3 heart cookie cutters,12,2011-05-04 11:21:00,1.25,12886.0,United Kingdom,15.0
562387,22075,6 ribbons elegant christmas,12,2011-08-04 15:51:00,1.65,13402.0,United Kingdom,19.799999999999997
546096,22695,wicker wreath small,12,2011-03-09 11:59:00,1.45,15502.0,United Kingdom,17.4
568662,20725,lunch bag red retrospot,2,2011-09-28 12:36:00,1.65,16764.0,United Kingdom,3.3
566400,23353,6 gift tags vintage christmas,12,2011-09-12 13:16:00,0.83,17139.0,United Kingdom,9.959999999999999
541271,22962,jam jar with pink lid,12,2011-01-17 11:12:00,0.85,12388.0,Australia,10.2
562595,15044A,pink paper parasol,6,2011-08-07 15:52:00,2.95,17602.0,United Kingdom,17.700000000000003
570827,21889,wooden box of dominoes,4,2011-10-12 13:14:00,1.25,15831.0,United Kingdom,5.0
579672,22728,alarm clock bakelike pink,50,2011-11-30 12:41:00,3.39,14005.0,United Kingdom,169.5
558368,22517,childs garden rake pink,6,2011-06-28 15:36:00,2.1,14329.0,United Kingdom,12.600000000000001
551058,22329,round container set of 5 retrospot,1,2011-04-26 12:07:00,1.65,14606.0,United Kingdom,1.65
